rtcDate,rtcTime,gps_Date,gps_Time,gps_Lat,gps_Long,gps_Alt,gps_AltMSL,gps_SIV,gps_FixType,gps_GroundSpeed,humidity_%,degC,
08/27/2024,21:20:19.64,08/28/2024,04:19:57.000,377013275,-1218103770,97786,127023,28,3,4605,25.70,27.00,
08/27/2024,21:20:20.64,08/28/2024,04:19:58.000,377013167,-1218104390,97851,127087,28,3,5909,25.78,26.98,
08/27/2024,21:20:21.64,08/28/2024,04:19:59.000,377013122,-1218105188,97922,127158,28,3,7285,25.73,26.92,
08/27/2024,21:20:22.64,08/28/2024,04:19:00.000,377013127,-1218106112,97743,126979,28,3,8365,25.82,26.87,
08/27/2024,21:20:23.64,08/28/2024,04:20:00.000,377013170,-1218108215,97407,126644,28,3,9759,25.67,27.12,
08/27/2024,21:20:25.61,08/28/2024,04:20:02.000,377013197,-1218109371,97209,126446,28,3,10321,25.69,27.17,
08/27/2024,21:20:26.67,08/28/2024,04:20:03.000,377013241,-1218111840,97120,126357,28,3,10951,25.50,27.22,
08/27/2024,21:20:28.65,08/28/2024,04:20:05.000,377013270,-1218113101,97074,126311,28,3,11202,25.40,27.24,
08/27/2024,21:20:29.65,08/28/2024,04:20:06.000,377013288,-1218114397,97071,126308,28,3,11365,25.45,27.24,
08/27/2024,21:20:30.65,08/28/2024,04:20:07.000,377013301,-1218115698,97137,126374,28,3,11473,25.37,27.18,
08/27/2024,21:20:31.65,08/28/2024,04:20:08.000,377013312,-1218117017,97220,126458,28,3,11691,25.40,27.23,
08/27/2024,21:20:32.65,08/28/2024,04:20:09.000,377013321,-1218118358,97281,126518,28,3,11892,25.37,27.28,
08/27/2024,21:20:33.65,08/28/2024,04:20:10.000,377013323,-1218119731,97384,126622,28,3,12053,25.31,27.28,
08/27/2024,21:20:34.65,08/28/2024,04:20:11.000,377013331,-1218121107,97326,126564,28,3,12247,25.31,27.22,
08/27/2024,21:20:35.65,08/28/2024,04:20:12.000,377013343,-1218122497,97212,126450,28,3,12315,25.29,27.31,
08/27/2024,21:20:36.65,08/28/2024,04:20:13.000,377013362,-1218123892,96921,126160,28,3,12370,25.26,27.34,
08/27/2024,21:20:37.65,08/28/2024,04:20:14.000,377013382,-1218125272,96812,126051,28,3,12139,25.22,27.34,
08/27/2024,21:20:38.65,08/28/2024,04:20:15.000,377013403,-1218126651,96722,125960,28,3,12139,25.36,27.33,
08/27/2024,21:20:39.65,08/28/2024,04:20:16.000,377013414,-1218128024,96644,125883,28,3,12154,25.32,27.33,
08/27/2024,21:20:40.65,08/28/2024,04:20:17.000,377013447,-1218129404,96476,125715,28,3,12194,25.20,27.34,
08/27/2024,21:20:41.65,08/28/2024,04:20:18.000,377013505,-1218130782,96446,125685,28,3,12160,25.35,27.27,
08/27/2024,21:20:42.65,08/28/2024,04:20:19.000,377013599,-1218132149,96393,125632,28,3,12111,25.33,27.29,
08/27/2024,21:20:43.65,08/28/2024,04:20:20.000,377013704,-1218133509,96344,125583,28,3,12032,25.33,27.25,
08/27/2024,21:20:44.65,08/28/2024,04:20:21.000,377013704,-1218136180,96249,125488,28,3,11656,25.40,27.25,
08/27/2024,21:20:46.62,08/28/2024,04:20:23.000,377013907,-1218137471,96141,125380,28,3,11361,25.36,27.29,
08/27/2024,21:20:47.67,08/28/2024,04:20:24.000,377014005,-1218138735,96081,125320,28,3,11113,25.28,27.28,
08/27/2024,21:20:48.67,08/28/2024,04:20:25.000,377014098,-1218139979,96122,125362,28,3,10966,25.44,27.28,
08/27/2024,21:20:49.67,08/28/2024,04:20:26.000,377014181,-1218139979,96144,125384,28,3,10590,25.53,27.30,
08/27/2024,21:20:51.64,08/28/2024,04:20:28.000,377014355,-1218142417,96095,125335,28,3,10514,25.44,27.24,
08/27/2024,21:20:52.64,08/28/2024,04:20:29.000,377014460,-1218143604,95938,125178,28,3,10508,25.62,27.20,
08/27/2024,21:20:53.64,08/28/2024,04:20:30.000,377014588,-1218144784,95817,125058,28,3,10350,25.51,27.09,
08/27/2024,21:20:54.64,08/28/2024,04:20:31.000,377014768,-1218145939,95886,125126,28,3,10082,25.51,27.04,
08/27/2024,21:20:55.64,08/28/2024,04:20:32.000,377015061,-1218147029,96022,125262,28,3,9828,25.56,27.04,
08/27/2024,21:20:56.64,08/28/2024,04:20:33.000,377015472,-1218148024,96256,125496,28,3,9768,25.63,27.05,
08/27/2024,21:20:57.64,08/28/2024,04:20:34.000,377015995,-1218148919,96507,125748,28,3,9725,25.69,27.13,
08/27/2024,21:20:58.64,08/28/2024,04:20:35.000,377016623,-1218149688,96726,125967,28,3,9839,25.78,27.10,
08/27/2024,21:20:59.64,08/28/2024,04:20:36.000,377017344,-1218150337,96869,126109,28,3,10011,25.69,27.11,
08/27/2024,21:21:00.64,08/28/2024,04:20:37.000,377018116,-1218150913,96869,126145,28,3,10245,25.65,26.98,
08/27/2024,21:21:02.62,08/28/2024,04:20:39.000,377019709,-1218152062,96905,126178,28,3,10349,25.78,27.02,
08/27/2024,21:21:03.67,08/28/2024,04:20:40.000,377020514,-1218152643,96938,126409,28,3,10390,25.69,27.00,
08/27/2024,21:21:04.67,08/28/2024,04:20:41.000,377021321,-1218153237,97169,126622,28,3,10379,25.56,27.09,
08/27/2024,21:21:05.67,08/28/2024,04:20:42.000,377022126,-1218153841,97382,126759,28,3,10308,25.66,27.01,
08/27/2024,21:21:06.67,08/28/2024,04:20:43.000,377022926,-1218154437,97519,126909,28,3,10392,25.58,27.02,
08/27/2024,21:21:07.67,08/28/2024,04:20:44.000,377023746,-1218155004,97669,127089,28,3,10542,25.64,26.93,
08/27/2024,21:21:08.67,08/28/2024,04:20:45.000,377024569,-1218155591,97850,127353,28,3,10559,25.80,26.93,
08/27/2024,21:21:09.67,08/28/2024,04:20:46.000,377025389,-1218156201,98113,127627,28,3,10599,25.70,26.90,
08/27/2024,21:21:10.67,08/28/2024,04:20:47.000,377026210,-1218156813,98387,127851,28,3,10578,25.82,26.97,
08/27/2024,21:21:11.67,08/28/2024,04:20:48.000,377027031,-1218157423,98612,128077,28,3,10383,25.80,26.98,
08/27/2024,21:21:12.67,08/28/2024,04:20:49.000,377027841,-1218158023,98837,128463,28,3,10116,25.86,27.03,
08/27/2024,21:21:13.67,08/28/2024,04:20:50.000,377028627,-1218158624,99224,128698,28,3,10028,25.72,27.07,
08/27/2024,21:21:14.67,08/28/2024,04:20:51.000,377029410,-1218159197,99458,129171,28,3,10023,25.87,26.99,
08/27/2024,21:21:15.67,08/28/2024,04:20:52.000,377030199,-1218159748,99932,129537,28,3,10112,25.76,27.01,
08/27/2024,21:21:16.67,08/28/2024,04:20:53.000,377030990,-1218160312,100297,129879,28,3,10158,25.81,26.93,
08/27/2024,21:21:17.67,08/28/2024,04:20:54.000,377031787,-1218160876,100640,130131,27,3,10247,25.88,26.98,
08/27/2024,21:21:18.67,08/28/2024,04:20:55.000,377032597,-1218161429,100892,130372,27,3,10269,25.98,26.95,
08/27/2024,21:21:19.67,08/28/2024,04:20:56.000,377033404,-1218162000,101133,130614,27,3,10325,25.86,27.02,
08/27/2024,21:21:20.67,08/28/2024,04:20:57.000,377034196,-1218162612,101375,130712,26,3,10405,25.89,26.95,
08/27/2024,21:21:21.67,08/28/2024,04:20:58.000,377035010,-1218163196,101473,131071,27,3,10322,25.82,26.90,
08/27/2024,21:21:22.67,08/28/2024,04:20:59.000,377035820,-1218163781,101832,131460,27,3,10418,25.77,26.90,
08/27/2024,21:21:23.67,08/28/2024,04:21:00.000,377036627,-1218164378,102222,131941,28,3,10462,25.88,26.94,
08/27/2024,21:21:24.67,08/28/2024,04:21:01.000,377037439,-1218164978,102702,132368,28,3,10139,25.81,26.93,
08/27/2024,21:21:25.67,08/28/2024,04:21:02.000,377038231,-1218165569,103130,132776,28,3,9911,25.89,26.87,
08/27/2024,21:21:26.67,08/28/2024,04:21:03.000,377038995,-1218166163,103538,133172,28,3,9735,25.91,26.89,
08/27/2024,21:21:27.67,08/28/2024,04:21:04.000,377039747,-1218166741,103933,133693,28,3,9634,25.74,26.87,
08/27/2024,21:21:28.67,08/28/2024,04:21:05.000,377040482,-1218167324,104454,134194,28,3,9728,25.88,26.86,
08/27/2024,21:21:29.67,08/28/2024,04:21:06.000,377041222,-1218167906,104956,134898,28,3,9252,25.91,26.88,
08/27/2024,21:21:30.67,08/28/2024,04:21:07.000,377041944,-1218168466,105660,135381,28,3,8372,26.04,26.82,
08/27/2024,21:21:31.67,08/28/2024,04:21:08.000,377042617,-1218168957,106143,135773,28,3,7210,25.96,26.85,
08/27/2024,21:21:32.67,08/28/2024,04:21:09.000,377043206,-1218169387,106535,136060,27,3,5559,25.92,26.82,
08/27/2024,21:21:33.67,08/28/2024,04:21:10.000,377043680,-1218169727,106822,136165,27,3,3914,25.92,26.81,
08/27/2024,21:21:34.67,08/28/2024,04:21:11.000,377044027,-1218169970,106927,136357,27,3,3684,26.01,26.82,
08/27/2024,21:21:35.67,08/28/2024,04:21:12.000,377044321,-1218170181,107119,136505,28,3,4785,25.93,26.78,
08/27/2024,21:21:36.67,08/28/2024,04:21:13.000,377044673,-1218170425,107267,136758,28,3,5460,25.87,26.79,
08/27/2024,21:21:37.67,08/28/2024,04:21:14.000,377045088,-1218170713,107520,136680,28,3,5822,25.93,26.76,
08/27/2024,21:21:38.67,08/28/2024,04:21:15.000,377045519,-1218171058,107442,136807,28,3,5994,25.86,26.74,
08/27/2024,21:21:39.67,08/28/2024,04:21:16.000,377045904,-1218171521,107569,136955,28,3,6272,25.82,26.74,
08/27/2024,21:21:40.66,08/28/2024,04:21:17.000,377046182,-1218172122,107717,136985,28,3,6746,25.82,26.70,
08/27/2024,21:21:41.66,08/28/2024,04:21:18.000,377046296,-1218172847,107747,136911,28,3,7580,25.74,26.70,
08/27/2024,21:21:42.66,08/28/2024,04:21:19.000,377046230,-1218173668,107673,136796,28,3,8835,25.77,26.73,
08/27/2024,21:21:43.66,08/28/2024,04:21:20.000,377046032,-1218174592,107558,136719,27,3,10074,25.86,26.66,
08/27/2024,21:21:44.66,08/28/2024,04:21:21.000,377045725,-1218175627,107480,136520,27,3,10846,26.03,26.64,
08/27/2024,21:21:45.66,08/28/2024,04:21:22.000,377045351,-1218176741,107281,136274,26,3,11553,26.05,26.60,
08/27/2024,21:21:46.66,08/28/2024,04:21:23.000,377044919,-1218177908,107036,135924,26,3,12163,26.04,26.57,
08/27/2024,21:21:47.66,08/28/2024,04:21:24.000,377044424,-1218179119,106685,135520,27,3,12596,26.22,26.49,
08/27/2024,21:21:48.66,08/28/2024,04:21:25.000,377043876,-1218180354,106281,135024,27,3,12638,26.25,26.51,
08/27/2024,21:21:49.66,08/28/2024,04:21:26.000,377043340,-1218181618,105785,134512,27,3,13014,26.33,26.43,
08/27/2024,21:21:50.66,08/28/2024,04:21:27.000,377042841,-1218182941,105272,133994,27,3,13378,26.30,26.43,
08/27/2024,21:21:51.66,08/28/2024,04:21:28.000,377042341,-1218184310,104754,133524,27,3,13816,26.44,26.35,
08/27/2024,21:21:52.66,08/28/2024,04:21:29.000,377041801,-1218185708,104284,132999,26,3,14225,26.42,26.21,
08/27/2024,21:21:53.66,08/28/2024,04:21:30.000,377041198,-1218187122,103759,132369,26,3,14622,26.58,26.16,
08/27/2024,21:21:54.66,08/28/2024,04:21:31.000,377040547,-1218188556,103129,132062,26,3,14823,26.63,26.06,
08/27/2024,21:21:55.66,08/28/2024,04:21:32.000,377039877,-1218190006,102821,131781,27,3,14881,26.94,26.13,
08/27/2024,21:21:56.66,08/28/2024,04:21:33.000,377039211,-1218191477,102540,131278,28,3,14670,26.93,26.12,
08/27/2024,21:21:57.66,08/28/2024,04:21:34.000,377038560,-1218192935,102037,130897,28,3,14548,26.90,26.21,
08/27/2024,21:21:58.66,08/28/2024,04:21:35.000,377037897,-1218194372,101656,130732,28,3,14238,26.94,26.26,
08/27/2024,21:21:59.66,08/28/2024,04:21:36.000,377037241,-1218195777,101490,130556,28,3,13734,26.85,26.32,
08/27/2024,21:22:00.66,08/28/2024,04:21:37.000,377036590,-1218197126,101314,130322,28,3,13129,26.79,26.32,
08/27/2024,21:22:01.66,08/28/2024,04:21:38.000,377035935,-1218198395,101079,129915,27,3,12621,26.72,26.33,
08/27/2024,21:22:02.66,08/28/2024,04:21:39.000,377035264,-1218199552,100672,129626,27,3,12207,26.60,26.40,
08/27/2024,21:22:03.66,08/28/2024,04:21:40.000,377034596,-1218200659,100383,129261,27,3,11649,26.57,26.40,
08/27/2024,21:22:04.66,08/28/2024,04:21:41.000,377033947,-1218201716,100018,129019,28,3,10755,26.61,26.38,
08/27/2024,21:22:05.66,08/28/2024,04:21:42.000,377033353,-1218202728,99776,128769,27,3,9854,26.64,26.36,
08/27/2024,21:22:06.66,08/28/2024,04:21:43.000,377032839,-1218203681,99525,128510,27,3,8945,26.49,26.41,
08/27/2024,21:22:07.66,08/28/2024,04:21:44.000,377032414,-1218204580,99266,128303,27,3,7495,26.54,26.42,
08/27/2024,21:22:08.66,08/28/2024,04:21:45.000,377032067,-1218205365,99060,128084,26,3,6002,26.62,26.36,
08/27/2024,21:22:09.66,08/28/2024,04:21:46.000,377031788,-1218206004,98841,127905,26,3,4512,26.69,26.37,
08/27/2024,21:22:10.66,08/28/2024,04:21:47.000,377031574,-1218206496,98661,127782,26,3,2816,26.73,26.41,
08/27/2024,21:22:11.66,08/28/2024,04:21:48.000,377031430,-1218206823,98538,127698,26,3,1329,26.76,26.39,
08/27/2024,21:22:12.66,08/28/2024,04:21:49.000,377031350,-1218206995,98454,127652,26,3,375,26.79,26.41,
08/27/2024,21:22:13.66,08/28/2024,04:21:50.000,377031320,-1218207059,98408,127619,26,3,14,26.75,26.37,
08/27/2024,21:22:14.66,08/28/2024,04:21:51.000,377031314,-1218207070,98375,127488,26,3,984,26.87,26.41,
08/27/2024,21:22:15.66,08/28/2024,04:21:52.000,377031285,-1218207139,98244,127450,26,3,2379,26.74,26.45,
08/27/2024,21:22:16.66,08/28/2024,04:21:53.000,377031172,-1218207311,98206,127333,26,3,3078,26.65,26.42,
08/27/2024,21:22:17.66,08/28/2024,04:21:54.000,377030943,-1218207452,98089,127037,27,3,3298,26.74,26.50,
08/27/2024,21:22:18.66,08/28/2024,04:21:55.000,377030644,-1218207360,97793,127037,27,3,4480,26.70,26.47,
08/27/2024,21:22:20.63,08/28/2024,04:21:57.000,377030521,-1218206587,97716,126960,27,3,5721,26.58,26.45,
08/27/2024,21:22:21.63,08/28/2024,04:21:58.000,377030698,-1218206022,97898,127142,27,3,7010,26.68,26.52,
08/27/2024,21:22:22.63,08/28/2024,04:21:59.000,377030979,-1218205360,98086,127330,27,3,8166,26.57,26.48,
08/27/2024,21:22:23.63,08/28/2024,04:22:00.000,377031323,-1218204583,98281,127525,27,3,9365,26.51,26.59,
08/27/2024,21:22:25.61,08/28/2024,04:22:02.000,377032112,-1218202790,98996,128239,27,3,9941,26.44,26.51,
08/27/2024,21:22:26.66,08/28/2024,04:22:03.000,377032531,-1218201813,99328,128572,27,3,10376,26.40,26.56,
08/27/2024,21:22:27.66,08/28/2024,04:22:04.000,377032952,-1218200779,99643,128886,27,3,10568,26.51,26.55,
08/27/2024,21:22:28.66,08/28/2024,04:22:05.000,377033372,-1218199709,99863,129105,27,3,10626,26.32,26.48,
08/27/2024,21:22:29.66,08/28/2024,04:22:06.000,377033800,-1218198633,100133,129375,27,3,10301,26.37,26.47,
08/27/2024,21:22:30.66,08/28/2024,04:22:07.000,377034237,-1218197590,100352,129595,27,3,9792,26.34,26.48,
08/27/2024,21:22:31.66,08/28/2024,04:22:08.000,377034666,-1218196598,100559,129802,27,3,9292,26.27,26.49,
08/27/2024,21:22:32.66,08/28/2024,04:22:09.000,377035081,-1218195662,100729,129971,27,3,7380,26.38,26.39,
08/27/2024,21:22:34.63,08/28/2024,04:22:11.000,377035828,-1218194040,100948,130189,27,3,6123,26.34,26.43,
08/27/2024,21:22:35.63,08/28/2024,04:22:12.000,377036119,-1218193400,101119,130361,27,3,5298,26.39,26.45,
08/27/2024,21:22:36.63,08/28/2024,04:22:13.000,377036360,-1218192848,101275,130517,27,3,4367,26.35,26.43,
08/27/2024,21:22:37.63,08/28/2024,04:22:14.000,377036547,-1218192374,101405,130647,27,3,3140,26.41,26.50,
08/27/2024,21:22:38.63,08/28/2024,04:22:15.000,377036656,-1218191994,101423,130665,27,3,2221,26.23,26.50,
08/27/2024,21:22:39.63,08/28/2024,04:22:16.000,377036715,-1218191718,101492,130733,27,3,3056,26.38,26.46,
08/27/2024,21:22:40.63,08/28/2024,04:22:17.000,377036737,-1218191393,101636,130877,27,3,4384,26.20,26.42,
08/27/2024,21:22:41.63,08/28/2024,04:22:18.000,377036687,-1218190941,101672,130914,27,3,5564,26.30,26.45,
08/27/2024,21:22:42.63,08/28/2024,04:22:19.000,377036485,-1218190396,101631,130873,27,3,7042,26.23,26.40,
08/27/2024,21:22:43.63,08/28/2024,04:22:20.000,377036113,-1218189805,102036,131277,27,3,8454,26.22,26.49,
08/27/2024,21:22:44.63,08/28/2024,04:22:21.000,377035595,-1218189177,102232,131474,27,3,9777,26.17,26.50,
08/27/2024,21:22:45.63,08/28/2024,04:22:22.000,377034934,-1218188528,102404,131645,27,3,10998,26.23,26.57,
08/27/2024,21:22:46.63,08/28/2024,04:22:23.000,377034132,-1218187852,102622,131863,27,3,12162,26.27,26.48,
08/27/2024,21:22:47.63,08/28/2024,04:22:24.000,377033220,-1218187144,102802,132044,27,3,13166,26.25,26.51,
08/27/2024,21:22:48.63,08/28/2024,04:22:25.000,377032228,-1218186398,103124,132366,27,3,13680,26.24,26.47,
08/27/2024,21:22:49.63,08/28/2024,04:22:26.000,377031169,-1218185629,103427,132669,27,3,13913,26.21,26.38,
08/27/2024,21:22:50.63,08/28/2024,04:22:27.000,377030069,-1218184862,103616,132858,27,3,14241,26.25,26.40,
08/27/2024,21:22:51.63,08/28/2024,04:22:28.000,377028952,-1218184072,104213,133455,27,3,14418,26.14,26.42,
08/27/2024,21:22:52.63,08/28/2024,04:22:29.000,377027797,-1218183306,104438,133681,27,3,14677,26.08,26.41,
08/27/2024,21:22:53.63,08/28/2024,04:22:30.000,377026614,-1218182571,104615,133857,27,3,14649,26.06,26.32,
08/27/2024,21:22:54.63,08/28/2024,04:22:31.000,377025399,-1218181903,104640,133882,27,3,14574,26.09,26.30,
08/27/2024,21:22:55.63,08/28/2024,04:22:32.000,377024163,-1218181327,104600,133843,27,3,14318,26.10,26.25,
08/27/2024,21:22:56.63,08/28/2024,04:22:33.000,377022921,-1218180848,104467,133709,27,3,14194,26.08,26.28,
08/27/2024,21:22:57.63,08/28/2024,04:22:34.000,377021679,-1218180450,104181,133424,25,3,14166,26.16,26.22,
08/27/2024,21:22:58.63,08/28/2024,04:22:35.000,377020425,-1218180143,103760,133003,25,3,14270,26.13,26.14,
08/27/2024,21:22:59.63,08/28/2024,04:22:36.000,377019155,-1218179908,103320,132563,26,3,14221,26.27,26.12,
08/27/2024,21:23:00.63,08/28/2024,04:22:37.000,377017879,-1218179745,102896,132139,27,3,14011,26.34,26.05,
08/27/2024,21:23:01.63,08/28/2024,04:22:38.000,377016613,-1218179651,102497,131741,27,3,13781,26.44,26.08,
08/27/2024,21:23:02.63,08/28/2024,04:22:39.000,377015361,-1218179623,101656,130899,27,3,13622,26.59,26.15,
08/27/2024,21:23:03.63,08/28/2024,04:22:40.000,377014127,-1218179622,101304,130548,27,3,13622,26.61,26.16,
08/27/2024,21:23:04.63,08/28/2024,04:22:42.000,377011713,-1218179675,100404,129649,27,3,13247,26.62,26.18,
08/27/2024,21:23:05.63,08/28/2024,04:22:43.000,377010522,-1218179694,99826,129071,27,3,13187,26.61,26.27,
08/27/2024,21:23:06.63,08/28/2024,04:22:44.000,377009355,-1218179706,99192,128436,27,3,12829,26.56,26.40,
08/27/2024,21:23:07.69,08/28/2024,04:22:45.000,377008243,-1218179722,98606,127850,27,3,12110,26.55,26.47,
08/27/2024,21:23:08.68,08/28/2024,04:22:46.000,377007202,-1218179739,98106,127351,27,3,11328,26.44,26.59,
08/27/2024,21:23:09.68,08/28/2024,04:22:47.000,377006228,-1218179756,97551,126796,27,3,10598,26.38,26.64,
08/27/2024,21:23:10.68,08/28/2024,04:22:48.000,377005320,-1218179772,97152,126398,27,3,9862,26.49,26.72,
08/27/2024,21:23:11.68,08/28/2024,04:22:50.000,377003721,-1218179777,96436,125681,27,3,8243,26.46,26.47,
08/27/2024,21:23:13.66,08/28/2024,04:22:51.000,377003023,-1218179779,96054,125299,27,3,7564,26.47,26.43,
08/27/2024,21:23:14.66,08/28/2024,04:22:52.000,377002384,-1218179790,95710,124956,27,3,6895,26.52,26.40,
08/27/2024,21:23:15.66,08/28/2024,04:22:53.000,377001806,-1218179803,95366,124612,27,3,6192,26.63,26.37,
08/27/2024,21:23:16.66,08/28/2024,04:22:54.000,377001256,-1218179814,94930,124176,27,3,6001,26.56,26.36,
08/27/2024,21:23:17.66,08/28/2024,04:22:55.000,377000649,-1218179830,94488,123734,27,3,7025,26.69,26.37,
08/27/2024,21:23:18.66,08/28/2024,04:22:56.000,376999937,-1218179864,94040,123286,27,3,8255,26.62,26.42,
08/27/2024,21:23:19.66,08/28/2024,04:22:57.000,376999116,-1218179925,93483,122730,27,3,9464,26.75,26.42,
08/27/2024,21:23:20.66,08/28/2024,04:22:58.000,376998193,-1218180005,92931,122177,27,3,10573,26.74,26.44,
08/27/2024,21:23:21.66,08/28/2024,04:22:59.000,376997192,-1218180084,92341,121588,27,3,11336,26.77,26.47,
08/27/2024,21:23:22.66,08/28/2024,04:23:00.000,376996135,-1218180148,91712,120959,27,3,11928,26.91,26.28,
08/27/2024,21:23:23.66,08/28/2024,04:23:01.000,376995028,-1218180197,91141,120388,27,3,12442,27.08,26.21,
08/27/2024,21:23:24.66,08/28/2024,04:23:02.000,376993894,-1218180243,90810,120057,26,3,12622,27.22,26.05,
08/27/2024,21:23:25.66,08/28/2024,04:23:04.000,376991631,-1218180322,90535,119783,26,3,12525,27.76,25.88,
08/27/2024,21:23:27.63,08/28/2024,04:23:05.000,376990495,-1218180364,90389,119637,26,3,12670,27.84,25.82,
08/27/2024,21:23:28.63,08/28/2024,04:23:06.000,376989349,-1218180398,90124,119372,26,3,12768,28.04,25.81,
08/27/2024,21:23:29.63,08/28/2024,04:23:07.000,376988190,-1218180419,89991,119239,26,3,12915,28.00,25.80,
08/27/2024,21:23:30.63,08/28/2024,04:23:08.000,376987016,-1218180428,89983,119231,26,3,13043,28.13,25.65,
08/27/2024,21:23:31.63,08/28/2024,04:23:09.000,376985831,-1218180429,89993,119241,26,3,13172,28.27,25.65,
08/27/2024,21:23:32.63,08/28/2024,04:23:10.000,376984639,-1218180438,89931,119180,26,3,13270,28.35,25.52,
08/27/2024,21:23:33.63,08/28/2024,04:23:11.000,376983443,-1218180459,89853,119102,26,3,13300,28.46,25.33,
08/27/2024,21:23:34.63,08/28/2024,04:23:12.000,376982254,-1218180484,89639,118888,26,3,13177,28.87,25.13,
08/27/2024,21:23:35.63,08/28/2024,04:23:13.000,376981066,-1218180487,89434,118683,26,3,13196,29.03,25.38,
08/27/2024,21:23:36.63,08/28/2024,04:23:14.000,376979882,-1218180472,89242,118491,26,3,13125,28.83,25.41,
08/27/2024,21:23:37.68,08/28/2024,04:23:15.000,376978713,-1218180425,89046,118296,26,3,12928,28.94,25.36,
08/27/2024,21:23:38.68,08/28/2024,04:23:16.000,376977570,-1218180310,88934,118184,26,3,12650,29.18,25.48,
08/27/2024,21:23:39.68,08/28/2024,04:23:18.000,376975389,-1218179855,88942,118192,26,3,12041,28.86,25.53,
08/27/2024,21:23:41.65,08/28/2024,04:23:19.000,376974349,-1218179508,88983,118234,27,3,11911,28.78,25.54,
08/27/2024,21:23:42.65,08/28/2024,04:23:20.000,376973342,-1218179082,89023,118273,27,3,11758,28.63,25.59,
08/27/2024,21:23:43.65,08/28/2024,04:23:21.000,376972353,-1218178598,88966,118216,27,3,11794,28.49,25.52,
08/27/2024,21:23:44.65,08/28/2024,04:23:22.000,376971374,-1218178049,88931,118182,27,3,11891,28.45,25.42,
08/27/2024,21:23:45.65,08/28/2024,04:23:23.000,376970406,-1218177441,88958,118208,27,3,12021,28.43,25.41,
08/27/2024,21:23:46.65,08/28/2024,04:23:24.000,376969460,-1218176766,89029,118280,27,3,12120,28.45,25.36,
08/27/2024,21:23:47.65,08/28/2024,04:23:25.000,376968535,-1218176029,88981,118231,27,3,12162,28.53,25.34,
08/27/2024,21:23:48.65,08/28/2024,04:23:26.000,376967652,-1218175233,88699,117950,27,3,12254,28.42,25.38,
08/27/2024,21:23:49.65,08/28/2024,04:23:27.000,376966786,-1218174348,88580,117831,27,3,12483,28.38,25.39,
08/27/2024,21:23:50.65,08/28/2024,04:23:28.000,376965952,-1218173372,88526,117777,26,3,12735,28.35,25.48,
08/27/2024,21:23:51.65,08/28/2024,04:23:29.000,376965159,-1218172312,88506,117757,27,3,12898,28.64,25.58,
08/27/2024,21:23:52.65,08/28/2024,04:23:30.000,376964411,-1218171188,88516,117767,27,3,12995,28.43,25.61,
08/27/2024,21:23:53.64,08/28/2024,04:23:31.000,376963713,-1218170006,88544,117795,27,3,13036,28.44,25.75,
08/27/2024,21:23:54.64,08/28/2024,04:23:32.000,376963082,-1218168767,88476,117727,27,3,13020,28.33,25.75,
08/27/2024,21:23:55.64,08/28/2024,04:23:33.000,376962510,-1218167488,88493,117744,27,3,12953,28.27,25.80,
08/27/2024,21:23:56.64,08/28/2024,04:23:34.000,376961994,-1218166181,88372,117623,27,3,12849,28.20,25.92,
08/27/2024,21:23:57.64,08/28/2024,04:23:35.000,376961541,-1218164847,88292,117543,27,3,12783,27.93,25.91,
08/27/2024,21:23:58.64,08/28/2024,04:23:36.000,376961153,-1218163486,88211,117462,27,3,12747,27.85,25.95,
08/27/2024,21:23:59.64,08/28/2024,04:23:37.000,376960834,-1218162098,88138,117388,27,3,12749,27.82,26.00,
08/27/2024,21:24:00.64,08/28/2024,04:23:38.000,376960589,-1218160685,87984,117235,27,3,12813,27.64,26.11,
08/27/2024,21:24:01.64,08/28/2024,04:23:39.000,376960411,-1218159245,87879,117130,27,3,12925,27.50,26.14,
08/27/2024,21:24:02.64,08/28/2024,04:23:40.000,376960282,-1218157780,87860,117110,27,3,13050,27.34,26.25,
08/27/2024,21:24:03.64,08/28/2024,04:23:41.000,376960207,-1218156293,87796,117046,27,3,13185,27.27,26.27,
08/27/2024,21:24:04.64,08/28/2024,04:23:42.000,376960185,-1218154788,87775,117025,27,3,13370,27.11,26.30,
08/27/2024,21:24:05.64,08/28/2024,04:23:43.000,376960175,-1218153263,87732,116982,27,3,13532,26.87,26.23,
08/27/2024,21:24:06.64,08/28/2024,04:23:44.000,376960155,-1218151716,87836,117086,27,3,13661,26.88,26.19,
08/27/2024,21:24:07.64,08/28/2024,04:23:45.000,376960134,-1218150157,87902,117151,26,3,13766,26.79,26.08,
08/27/2024,21:24:08.64,08/28/2024,04:23:46.000,376960106,-1218148586,87867,117117,27,3,13866,26.58,25.99,
08/27/2024,21:24:09.64,08/28/2024,04:23:47.000,376960090,-1218147006,87860,117110,27,3,13946,26.60,25.91,
08/27/2024,21:24:10.64,08/28/2024,04:23:48.000,376960090,-1218145413,87880,117129,27,3,14047,26.53,25.96,
08/27/2024,21:24:11.64,08/28/2024,04:23:49.000,376960099,-1218143810,87986,117235,27,3,14089,26.46,25.75,
08/27/2024,21:24:12.63,08/28/2024,04:23:50.000,376960102,-1218142206,88017,117265,27,3,14139,26.57,25.68,
08/27/2024,21:24:13.63,08/28/2024,04:23:51.000,376960099,-1218140594,88129,117378,27,3,14189,26.58,25.68,
